method,P,MAPE,MAE,RMSE,NRetrieved,adaptation,distancefcn
CBR,7,4.399243831021422,6.47077396442689,5.251539893355285,7,1,jaccard
CBR,7,4.275244559386195,6.214445061794816,5.101437949140719,9,0,euclidean
CBR,7,4.275244559386195,6.214445061794816,5.101437949140719,9,0,sqeuclidean
CBR,7,4.3012231828397525,6.236611428092251,5.129070672737523,9,0,seuclidean
CBR,7,4.549157632778615,6.660819801955267,5.436663588868226,9,0,mahalanobis
CBR,7,4.273579690212082,6.213239919639899,5.099202151785876,9,0,cityblock
CBR,7,4.275244559386195,6.214445061794816,5.101437949140719,9,0,minkowski
CBR,7,4.20914347139786,6.084506068905691,5.008875393009742,9,0,chebyshev
CBR,7,4.101378918917404,6.13328187590453,4.888000885063159,9,0,cosine
CBR,7,4.296067350016409,6.383940899968762,5.117364600234477,9,0,correlation
CBR,7,4.348154413633354,6.416894595494158,5.160696601282197,9,0,hamming
CBR,7,4.168670423601538,6.236702123475775,4.981700881285934,9,0,jaccard
CBR,7,4.309080982803124,6.227488675896481,5.142384526291966,9,1,euclidean
CBR,7,4.363953035592069,6.280310810171415,5.209490800486929,9,1,sqeuclidean
CBR,7,4.332626676130102,6.248433400397403,5.167185746083127,9,1,seuclidean
CBR,7,4.571222351151156,6.693631470267401,5.464019874750592,9,1,mahalanobis
CBR,7,4.335436631983465,6.249050036554241,5.171719793189242,9,1,cityblock
CBR,7,4.30908098280312,6.227488675896478,5.142384526291963,9,1,minkowski
CBR,7,4.230642086626392,6.0948325653681525,5.033792248342184,9,1,chebyshev
CBR,7,4.104177960834848,6.126390371825361,4.888079070134467,9,1,cosine
CBR,7,4.262680499784592,6.357167104563244,5.080913919576743,9,1,correlation
CBR,7,4.348913933157371,6.416903795556574,5.161544623089831,9,1,hamming
CBR,7,4.168670423601539,6.236702123475776,4.981700881285935,9,1,jaccard
CBR,9,4.91566065250175,7.272199992545031,5.905171301126372,5,0,euclidean
CBR,9,4.91566065250175,7.272199992545031,5.905171301126372,5,0,sqeuclidean
CBR,9,4.91566065250175,7.272199992545031,5.905171301126372,5,0,seuclidean
CBR,9,5.256406780550585,7.688082567734658,6.264030643114156,5,0,mahalanobis
CBR,9,4.940818781657596,7.287483618590024,5.932752319117386,5,0,cityblock
CBR,9,4.91566065250175,7.272199992545031,5.905171301126372,5,0,minkowski
CBR,9,4.825525339580974,7.160657215222769,5.780426660114138,5,0,chebyshev
CBR,9,4.575894893682224,6.9653118033367925,5.483487695177659,5,0,cosine
CBR,9,4.838536438477931,7.371553142767361,5.806854189165501,5,0,correlation
CBR,9,5.055252437697125,7.480252200594728,6.036855092645365,5,0,hamming
CBR,9,5.117976403698259,7.462732115377354,6.080274233158989,5,0,jaccard
CBR,9,4.909484876207193,7.258157785400197,5.890737134656526,5,1,euclidean
CBR,9,4.918977886150514,7.282384539900556,5.900930253961576,5,1,sqeuclidean
CBR,9,4.909263787766346,7.257567248732328,5.890293442555506,5,1,seuclidean
CBR,9,5.301531688111429,7.748478580780441,6.316767897099038,5,1,mahalanobis
CBR,9,4.955770151214294,7.316826238338158,5.945633425465438,5,1,cityblock
CBR,9,4.909484876207194,7.258157785400198,5.890737134656528,5,1,minkowski
CBR,9,4.822963582651419,7.165023060417444,5.776284040004999,5,1,chebyshev
CBR,9,4.53263339646824,6.928357854429564,5.43157223579261,5,1,cosine
CBR,9,4.8158393501071455,7.353446477786938,5.784386872618896,5,1,correlation
CBR,9,5.055533148239686,7.48037936506544,6.037492252833772,5,1,hamming
CBR,9,5.117976403698261,7.462732115377358,6.080274233158993,5,1,jaccard
CBR,9,4.869312800708607,7.202560118101948,5.836674555000461,7,0,euclidean
CBR,9,4.869312800708607,7.202560118101948,5.836674555000461,7,0,sqeuclidean
CBR,9,4.88587338552969,7.203362639797517,5.856088250989892,7,0,seuclidean
CBR,9,4.881951754235128,7.293507739472046,5.839308784245551,7,0,mahalanobis
CBR,9,4.879493929675854,7.2385771503288066,5.856222017461891,7,0,cityblock
CBR,9,4.869312800708607,7.202560118101948,5.836674555000461,7,0,minkowski
CBR,9,4.6333629410720265,6.967695506472484,5.549396817744574,7,0,chebyshev
CBR,9,4.559561915873089,6.963670711729806,5.466687253201148,7,0,cosine
CBR,9,4.643363821911821,7.124926282169737,5.585955225042878,7,0,correlation
CBR,9,4.872222404450596,7.269565477151245,5.830248171339151,7,0,hamming
CBR,9,4.791920265277545,7.168690976921766,5.72700480441595,7,0,jaccard
CBR,9,4.862746196448573,7.195749616568108,5.827376710900692,7,1,euclidean
CBR,9,4.874243462123356,7.215470724926964,5.844538717484455,7,1,sqeuclidean
CBR,9,4.87681661617655,7.196138780840165,5.843649175176339,7,1,seuclidean
CBR,9,4.940776951511229,7.375552112575331,5.905121462008647,7,1,mahalanobis
CBR,9,4.883734252627637,7.244808857802733,5.857779594455306,7,1,cityblock
CBR,9,4.8627461964485725,7.195749616568109,5.827376710900694,7,1,minkowski
CBR,9,4.659653863269493,6.989528189568326,5.579302160591715,7,1,chebyshev
CBR,9,4.516075007934494,6.923158300914273,5.412538916667935,7,1,cosine
CBR,9,4.621014462996127,7.1106198464978645,5.561098985903059,7,1,correlation
CBR,9,4.873306962551043,7.269575545607401,5.831441251563301,7,1,hamming
CBR,9,4.791920265277546,7.168690976921769,5.727004804415952,7,1,jaccard
CBR,9,4.726792551193219,7.023788416186651,5.679258296934375,9,0,euclidean
CBR,9,4.726792551193219,7.023788416186651,5.679258296934375,9,0,sqeuclidean
CBR,9,4.724825992967091,7.031070470856196,5.674170275699221,9,0,seuclidean
CBR,9,4.641134507848842,7.055095940169229,5.561609677538153,9,0,mahalanobis
CBR,9,4.672689260414556,7.006871346876637,5.612290059680303,9,0,cityblock
CBR,9,4.726792551193219,7.023788416186651,5.679258296934375,9,0,minkowski
CBR,9,4.572288862110707,6.896332463901553,5.4763476227095484,9,0,chebyshev
CBR,9,4.500631068460283,6.88864418687576,5.394858252275204,9,0,cosine
CBR,9,4.575005240518552,7.042046248269141,5.49941812907919,9,0,correlation
CBR,9,4.660474990721652,7.026466552619555,5.581250442365362,9,0,hamming
CBR,9,4.674840561962906,7.145097066421934,5.577541985865185,9,0,jaccard
CBR,9,4.735944412719931,7.032383717812202,5.685729160198163,9,1,euclidean
CBR,9,4.773099964730566,7.072086608743249,5.730452867742288,9,1,sqeuclidean
CBR,9,4.734781401022513,7.039503964842904,5.681830991987771,9,1,seuclidean
CBR,9,4.704917146315822,7.1413710471605,5.632587731191785,9,1,mahalanobis
CBR,9,4.718806700616069,7.046519134216791,5.662762811743773,9,1,cityblock
CBR,9,4.735944412719929,7.032383717812203,5.685729160198161,9,1,minkowski
CBR,9,4.588338912026903,6.903821753239232,5.493592583616136,9,1,chebyshev
CBR,9,4.466621756922664,6.855504919446849,5.353602046026352,9,1,cosine
CBR,9,4.5488284619041535,7.024314201220548,5.471335950569798,9,1,correlation
CBR,9,4.661791282640168,7.027114989211958,5.582674491959566,9,1,hamming
CBR,9,4.674840561962904,7.1450970664219335,5.577541985865184,9,1,jaccard
CBR,3,4.4844043579415205,6.250360000904298,5.364094311575114,4,0,euclidean
CBR,3,4.4844043579415205,6.250360000904298,5.364094311575114,4,0,sqeuclidean
CBR,3,4.518885981447317,6.325985936922594,5.409468339871816,4,0,seuclidean
CBR,3,5.551704360445755,8.06475152632158,6.584179915972581,4,0,mahalanobis
CBR,3,4.607918218478003,6.354296212378878,5.491264101410176,4,0,cityblock
CBR,3,4.4844043579415205,6.250360000904298,5.364094311575114,4,0,minkowski
CBR,3,4.345820231424106,6.024363074464448,5.172315315811948,4,0,chebyshev
CBR,3,4.498489704554732,6.39358393803688,5.343380580148296,4,0,cosine
CBR,3,4.895936402422122,6.9376473957248885,5.83406372871245,4,0,correlation
CBR,3,4.907189767429609,6.602912776513849,5.786688243260292,4,0,hamming
CBR,3,5.154830758692561,6.897130770540822,6.040598359205614,4,0,jaccard
CBR,3,4.520709397613333,6.318842960579786,5.405303833941959,4,1,euclidean
CBR,3,4.5638987625598695,6.393241559055947,5.45931623554529,4,1,sqeuclidean
CBR,3,4.55028540613051,6.384622027843771,5.445381877281674,4,1,seuclidean
CBR,3,5.633118760642798,8.198884866840473,6.672174607610331,4,1,mahalanobis
CBR,3,4.637000368647694,6.416055616713597,5.525451889979437,4,1,cityblock
CBR,3,4.520709397613327,6.318842960579782,5.405303833941956,4,1,minkowski
CBR,3,4.384885273350996,6.063909324212733,5.215247599712769,4,1,chebyshev
CBR,3,4.573480906095233,6.464415682827212,5.421360180612227,4,1,cosine
CBR,3,4.8893810808053,6.915320337768595,5.825330824639267,4,1,correlation
CBR,3,4.913235828994643,6.610536449578236,5.793870262461779,4,1,hamming
CBR,3,5.154830758692561,6.897130770540822,6.040598359205614,4,1,jaccard
CBR,3,4.404899629155127,6.023013621365564,5.28016162972652,6,0,euclidean
CBR,3,4.404899629155127,6.023013621365564,5.28016162972652,6,0,sqeuclidean
CBR,3,4.403693617116293,6.018083898369996,5.285016076448571,6,0,seuclidean
CBR,3,5.077902425955322,7.395230661648166,6.036734851239676,6,0,mahalanobis
CBR,3,4.404189987705532,6.081173910649079,5.282545414455628,6,0,cityblock
CBR,3,4.404899629155127,6.023013621365564,5.28016162972652,6,0,minkowski
CBR,3,4.29188065118564,5.910905150436029,5.1549115842840765,6,0,chebyshev
CBR,3,4.229286338488774,6.043258677491194,5.044227948992346,6,0,cosine
CBR,3,4.696328806940897,6.737781856960739,5.6097977988136325,6,0,correlation
CBR,3,4.543144948785719,6.234451430097922,5.379784867935651,6,0,hamming
CBR,3,4.666682719643519,6.52462618779855,5.514471267986647,6,0,jaccard
CBR,3,4.4242177096732735,6.075146337537136,5.300296035911024,6,1,euclidean
CBR,3,4.453486295542511,6.150194568120954,5.334401609532677,6,1,sqeuclidean
CBR,3,4.425542853486012,6.069635295204599,5.307544915797482,6,1,seuclidean
CBR,3,5.182607580132698,7.550246944937061,6.146438456240255,6,1,mahalanobis
CBR,3,4.450732067252405,6.15024568059148,5.33187815316368,6,1,cityblock
CBR,3,4.424217709673265,6.075146337537128,5.300296035911013,6,1,minkowski
CBR,3,4.294139328828717,5.921673767285901,5.140341615936023,6,1,chebyshev
CBR,3,4.300549778406981,6.137243515420531,5.115702965072222,6,1,cosine
CBR,3,4.671843486762197,6.71058059130463,5.581583375142391,6,1,correlation
CBR,3,4.54886511933179,6.239321792315058,5.386098661056375,6,1,hamming
CBR,3,4.666682719643516,6.524626187798546,5.514471267986643,6,1,jaccard
CBR,3,4.332272018301791,5.965641017841826,5.189758939882707,8,0,euclidean
CBR,3,4.332272018301791,5.965641017841826,5.189758939882707,8,0,sqeuclidean
CBR,3,4.272931439464082,5.887647031840057,5.115728441409496,8,0,seuclidean
CBR,3,4.848531835511418,6.988329122792056,5.774724937642285,8,0,mahalanobis
CBR,3,4.2651920143915225,5.884440260102842,5.1054982117658,8,0,cityblock
CBR,3,4.332272018301791,5.965641017841826,5.189758939882707,8,0,minkowski
CBR,3,4.187011336731803,5.751112231857693,5.008363129861019,8,0,chebyshev
CBR,3,4.195321092761145,6.062580090917137,5.000297383624489,8,0,cosine
CBR,3,4.51107699335294,6.435216644548432,5.385410868431822,8,0,correlation
CBR,3,4.443646262752463,6.144096340296488,5.269604626638606,8,0,hamming
CBR,3,4.290457486891008,6.214083657212752,5.096091443798678,8,0,jaccard
CBR,3,4.37094053137228,6.004830759172421,5.236044218896268,8,1,euclidean
CBR,3,4.415335209550804,6.075320899021709,5.289297447688595,8,1,sqeuclidean
CBR,3,4.316467353818862,5.936698885014358,5.168917335524616,8,1,seuclidean
CBR,3,4.926797962009309,7.125980341306047,5.846064610717744,8,1,mahalanobis
CBR,3,4.325462128827932,5.96311676877644,5.179150551762826,8,1,cityblock
CBR,3,4.370940531372272,6.004830759172416,5.236044218896259,8,1,minkowski
CBR,3,4.219613902532439,5.78480471955873,5.042799425040343,8,1,chebyshev
CBR,3,4.256484806894367,6.127055861898402,5.061989829459851,8,1,cosine
CBR,3,4.492231107022898,6.43371674387875,5.364689974415729,8,1,correlation
CBR,3,4.444171414357663,6.145372742514942,5.26972576520624,8,1,hamming
CBR,3,4.290457486891008,6.214083657212752,5.096091443798678,8,1,jaccard
CBR,5,4.627257946533378,6.508116271696847,5.503715685546273,4,0,euclidean
CBR,5,4.627257946533378,6.508116271696847,5.503715685546273,4,0,sqeuclidean
CBR,5,4.639722608530565,6.549756635137339,5.519575015640421,4,0,seuclidean
CBR,5,4.9222735023110005,7.08543165027419,5.795693124702685,4,0,mahalanobis
CBR,5,4.616115068997781,6.461310236098672,5.489231554356551,4,0,cityblock
CBR,5,4.627257946533378,6.508116271696847,5.503715685546273,4,0,minkowski
CBR,5,4.596481794684262,6.478234619459213,5.449152142576716,4,0,chebyshev
CBR,5,4.465431524649172,6.456720979293137,5.288402099962954,4,0,cosine
CBR,5,4.632803066586009,6.81691136100356,5.483330289628911,4,0,correlation
CBR,5,4.929251080655706,6.971628599756879,5.804300338413192,4,0,hamming
CBR,5,4.857308921661706,6.754573686100083,5.703520422774399,4,0,jaccard
CBR,5,4.635116866550159,6.538392846521719,5.507875420767653,4,1,euclidean
CBR,5,4.668129824054791,6.597124026135101,5.548708733965317,4,1,sqeuclidean
CBR,5,4.644153469164092,6.574842638957185,5.519898140204225,4,1,seuclidean
CBR,5,4.9103542247958245,7.132921318571961,5.784438916366069,4,1,mahalanobis
CBR,5,4.644657742799732,6.511947959321436,5.514504391906625,4,1,cityblock
CBR,5,4.635116866550162,6.538392846521723,5.5078754207676575,4,1,minkowski
CBR,5,4.607344763908146,6.497952305392227,5.458058576243324,4,1,chebyshev
CBR,5,4.473806305243432,6.467153612056439,5.298846265538997,4,1,cosine
CBR,5,4.611434536967205,6.767327717775582,5.46394758638954,4,1,correlation
CBR,5,4.93097298720395,6.974928619614824,5.806521404032579,4,1,hamming
CBR,5,4.857308921661706,6.754573686100083,5.703520422774399,4,1,jaccard
CBR,5,4.54539099670909,6.363449766694297,5.41142023890722,6,0,euclidean
CBR,5,4.54539099670909,6.363449766694297,5.41142023890722,6,0,sqeuclidean
CBR,5,4.550378770060193,6.349617607136987,5.414671540426551,6,0,seuclidean
CBR,5,4.591616593965509,6.609737111177334,5.427899308342887,6,0,mahalanobis
CBR,5,4.522920363111017,6.372361910716074,5.397885213233967,6,0,cityblock
CBR,5,4.54539099670909,6.363449766694297,5.41142023890722,6,0,minkowski
CBR,5,4.494214557160185,6.303359774239264,5.3453075203950124,6,0,chebyshev
CBR,5,4.304981439522365,6.28471075437769,5.10985802932848,6,0,cosine
CBR,5,4.542902409705668,6.705274634607069,5.387814937523074,6,0,correlation
CBR,5,4.773011539481002,6.8362673732133645,5.628964401425675,6,0,hamming
CBR,5,4.61650028702894,6.613078217017973,5.4643002884225975,6,0,jaccard
CBR,5,4.552369459866941,6.379453654209501,5.417882553999813,6,1,euclidean
CBR,5,4.576017585980305,6.423654230798293,5.443619448548767,6,1,sqeuclidean
CBR,5,4.554562825377389,6.367866744406065,5.418766659237518,6,1,seuclidean
CBR,5,4.628885142558664,6.701582004461307,5.471840997611679,6,1,mahalanobis
CBR,5,4.560474869651198,6.403746426391337,5.433572760306364,6,1,cityblock
CBR,5,4.552369459866944,6.379453654209504,5.417882553999818,6,1,minkowski
CBR,5,4.48429255130437,6.293286965393663,5.327328781260294,6,1,chebyshev
CBR,5,4.315807015348071,6.305490492199901,5.120417649296887,6,1,cosine
CBR,5,4.519161089005954,6.664922184918799,5.362502310639732,6,1,correlation
CBR,5,4.773653073448936,6.837250829069843,5.629706841909073,6,1,hamming
CBR,5,4.61650028702894,6.613078217017971,5.464300288422598,6,1,jaccard
CBR,5,4.433294920972541,6.2734271213726425,5.281492638975191,8,0,euclidean
CBR,5,4.433294920972541,6.2734271213726425,5.281492638975191,8,0,sqeuclidean
CBR,5,4.4292211931491865,6.25837837567304,5.273945340087496,8,0,seuclidean
CBR,5,4.387862549453667,6.360487911991844,5.190141181939229,8,0,mahalanobis
CBR,5,4.437281397429597,6.287984895605922,5.292615692366068,8,0,cityblock
CBR,5,4.433294920972541,6.2734271213726425,5.281492638975191,8,0,minkowski
CBR,5,4.300944675164774,6.095276243613114,5.107826631313875,8,0,chebyshev
CBR,5,4.314083859106271,6.319553600900695,5.118308930236117,8,0,cosine
CBR,5,4.454568521326396,6.549994008363287,5.299306719721813,8,0,correlation
CBR,5,4.646535823547195,6.671445746880774,5.48284405861765,8,0,hamming
CBR,5,4.342697231798535,6.376351508761196,5.154275265563031,8,0,jaccard
CBR,5,4.458035489956584,6.279262241850396,5.309922680681596,8,1,euclidean
CBR,5,4.492442113304373,6.322677945530309,5.348805482661958,8,1,sqeuclidean
CBR,5,4.450712474153046,6.264253964062069,5.299435156217949,8,1,seuclidean
CBR,5,4.403395945433543,6.438304472179885,5.210803459831699,8,1,mahalanobis
CBR,5,4.472047730754828,6.305194655501536,5.32992439152932,8,1,cityblock
CBR,5,4.458035489956591,6.279262241850397,5.309922680681602,8,1,minkowski
CBR,5,4.333627166361008,6.123439639641637,5.1452913243532565,8,1,chebyshev
CBR,5,4.315025607553749,6.312521207714936,5.116458967214882,8,1,cosine
CBR,5,4.431283899368716,6.525534349254197,5.274405262529173,8,1,correlation
CBR,5,4.64491123722691,6.669628950673669,5.481044483412191,8,1,hamming
CBR,5,4.342697231798535,6.376351508761196,5.154275265563031,8,1,jaccard
CBR,7,4.51082333429508,6.465273110799835,5.388051683895945,4,0,euclidean
CBR,7,4.51082333429508,6.465273110799835,5.388051683895945,4,0,sqeuclidean
CBR,7,4.51323127680974,6.463288852015613,5.392101850047421,4,0,seuclidean
CBR,7,5.137175971680147,7.441062551743145,6.097554761783791,4,0,mahalanobis
CBR,7,4.60307770522438,6.551126535311801,5.487610164155254,4,0,cityblock
CBR,7,4.51082333429508,6.465273110799835,5.388051683895945,4,0,minkowski
CBR,7,4.484222132930051,6.360556205771989,5.332334415214466,4,0,chebyshev
CBR,7,4.252422062036474,6.279179770355055,5.0571158252237165,4,0,cosine
CBR,7,4.57088683751619,6.816409297005557,5.432064154885723,4,0,correlation
CBR,7,4.809403578825698,6.897884419312561,5.68086331663557,4,0,hamming
CBR,7,4.589991014066213,6.617886731590646,5.428124489141151,4,0,jaccard
CBR,7,4.530380745170799,6.49841498565714,5.408005989542747,4,1,euclidean
CBR,7,4.5667061805072375,6.559487144820562,5.453612554139952,4,1,sqeuclidean
CBR,7,4.53292500524208,6.497622525245346,5.412116605781242,4,1,seuclidean
CBR,7,5.145474375925369,7.420814010691464,6.109923355824216,4,1,mahalanobis
CBR,7,4.621914320991015,6.592342264672269,5.507798736065476,4,1,cityblock
CBR,7,4.53038074517079,6.498414985657136,5.40800598954274,4,1,minkowski
CBR,7,4.485841990661012,6.373469912960624,5.332542529333003,4,1,chebyshev
CBR,7,4.230302908932929,6.263195506165709,5.032198702652207,4,1,cosine
CBR,7,4.545492744271233,6.777142774619286,5.40741152692031,4,1,correlation
CBR,7,4.811043019730016,6.90104957626588,5.683001391549804,4,1,hamming
CBR,7,4.589991014066213,6.617886731590646,5.428124489141151,4,1,jaccard
CBR,7,4.539990747239141,6.456204090325057,5.416689133004652,6,0,euclidean
CBR,7,4.539990747239141,6.456204090325057,5.416689133004652,6,0,sqeuclidean
CBR,7,4.492440208961633,6.41989378416599,5.35411990837782,6,0,seuclidean
CBR,7,4.788793311506656,6.941219322463351,5.707313298763213,6,0,mahalanobis
CBR,7,4.477252939896079,6.412555693869362,5.347019804508466,6,0,cityblock
CBR,7,4.539990747239141,6.456204090325057,5.416689133004652,6,0,minkowski
CBR,7,4.353738537053642,6.21617043921216,5.187099813484987,6,0,chebyshev
CBR,7,4.303220594556096,6.335104543179909,5.127122215352306,6,0,cosine
CBR,7,4.396358305455646,6.583944894455639,5.226909813224413,6,0,correlation
CBR,7,4.652695100610404,6.743003138838311,5.50984739668389,6,0,hamming
CBR,7,4.457405398263696,6.537989081254288,5.310192332522112,6,0,jaccard
CBR,7,4.545182133456303,6.459316078618149,5.4232954959938064,6,1,euclidean
CBR,7,4.559528457597214,6.491675042661524,5.440764482682342,6,1,sqeuclidean
CBR,7,4.505847832896765,6.433618025007167,5.370955306406161,6,1,seuclidean
CBR,7,4.8390329156719245,6.985474975050267,5.765772337012204,6,1,mahalanobis
CBR,7,4.512953284200572,6.448497615119647,5.386240504702272,6,1,cityblock
CBR,7,4.545182133456295,6.459316078618147,5.4232954959938,6,1,minkowski
CBR,7,4.351296771685859,6.215662652921199,5.181937017106185,6,1,chebyshev
CBR,7,4.280673206500822,6.305233490499857,5.097155037055932,6,1,cosine
CBR,7,4.353625646185842,6.549956192340098,5.1810700501198,6,1,correlation
CBR,7,4.652945993488248,6.743203216427493,5.510114274878942,6,1,hamming
CBR,7,4.457405398263696,6.537989081254287,5.310192332522111,6,1,jaccard
CBR,7,4.33615128242981,6.256774422001675,5.17651827952335,8,0,euclidean
CBR,7,4.33615128242981,6.256774422001675,5.17651827952335,8,0,sqeuclidean
CBR,7,4.362825050026605,6.283869559519071,5.204589482693987,8,0,seuclidean
CBR,7,4.627234970512042,6.732109012083144,5.52936331705142,8,0,mahalanobis
CBR,7,4.352850011603535,6.274118371925963,5.192829140403786,8,0,cityblock
CBR,7,4.33615128242981,6.256774422001675,5.17651827952335,8,0,minkowski
CBR,7,4.225499571908675,6.070746258768791,5.026761575717752,8,0,chebyshev
CBR,7,4.229496350259317,6.233479490789272,5.036235152088032,8,0,cosine
CBR,7,4.311407298522651,6.478663031012391,5.127586399854431,8,0,correlation
CBR,7,4.4223638678788575,6.530710170989409,5.245665766203184,8,0,hamming
CBR,7,4.289628115481085,6.349245563612904,5.119336513711468,8,0,jaccard
CBR,7,4.367745349004901,6.2753731119871645,5.21494666536998,8,1,euclidean
CBR,7,4.406578241005392,6.327067805078284,5.261777609714926,8,1,sqeuclidean
CBR,7,4.390345825548329,6.2994992392319125,5.2387190308514295,8,1,seuclidean
CBR,7,4.650714037377313,6.7690410150102345,5.558722079346135,8,1,mahalanobis
CBR,7,4.397698949256749,6.307275585985224,5.246250005913849,8,1,cityblock
CBR,7,4.367745349004897,6.275373111987162,5.214946665369977,8,1,minkowski
CBR,7,4.253955691542346,6.094582230685203,5.06185089087912,8,1,chebyshev
CBR,7,4.201115313824519,6.20290553367102,5.00080282000685,8,1,cosine
CBR,7,4.275036312955434,6.447142257056636,5.089351386603965,8,1,correlation
CBR,7,4.422534009505142,6.530097170286118,5.245806217687169,8,1,hamming
CBR,7,4.289628115481085,6.349245563612904,5.119336513711468,8,1,jaccard
CBR,9,5.007797014139789,7.392935003054538,6.01231173552778,4,0,euclidean
CBR,9,5.007797014139789,7.392935003054538,6.01231173552778,4,0,sqeuclidean
CBR,9,4.963443641836378,7.344610570473137,5.95728546818152,4,0,seuclidean
CBR,9,5.461153964805159,7.932760262967061,6.513767604023287,4,0,mahalanobis
CBR,9,5.084638533443977,7.515158108193489,6.1016974911341375,4,0,cityblock
CBR,9,5.007797014139789,7.392935003054538,6.01231173552778,4,0,minkowski
CBR,9,5.023712099733195,7.409538192468092,6.025007492115244,4,0,chebyshev
CBR,9,4.53891540295854,6.957802104559879,5.445654362152661,4,0,cosine
CBR,9,4.862018947618767,7.476052710284277,5.839497595084364,4,0,correlation
CBR,9,5.196828271841442,7.678003646833746,6.202081952130122,4,0,hamming
CBR,9,5.22221519105188,7.532043524679545,6.179749241448305,4,0,jaccard
CBR,9,4.990067457346525,7.38508286758565,5.98516589729984,4,1,euclidean
CBR,9,4.997424034237458,7.415019388498484,5.997790988547791,4,1,sqeuclidean
CBR,9,4.954642010688019,7.345695890435593,5.940961570003281,4,1,seuclidean
CBR,9,5.501978868942954,8.017083613691359,6.564531647474207,4,1,mahalanobis
CBR,9,5.070626986677106,7.509953522908312,6.07898023615828,4,1,cityblock
CBR,9,4.990067457346522,7.38508286758565,5.98516589729984,4,1,minkowski
CBR,9,5.001368685978999,7.391682993169351,5.998322391830343,4,1,chebyshev
CBR,9,4.522811052872344,6.948121283266104,5.42596851254384,4,1,cosine
CBR,9,4.848360219145046,7.452965018157349,5.827756182017091,4,1,correlation
CBR,9,5.196578032427553,7.677730599895781,6.202016371476887,4,1,hamming
CBR,9,5.22221519105188,7.532043524679545,6.179749241448305,4,1,jaccard
CBR,9,4.838310141783339,7.189417670727427,5.808115507435494,6,0,euclidean
CBR,9,4.838310141783339,7.189417670727427,5.808115507435494,6,0,sqeuclidean
CBR,9,4.850889154752861,7.195262853761375,5.8237900251783215,6,0,seuclidean
CBR,9,4.969648216514196,7.386128896936014,5.940358886856869,6,0,mahalanobis
CBR,9,4.883176325426225,7.236396958889163,5.864481046859471,6,0,cityblock
CBR,9,4.838310141783339,7.189417670727427,5.808115507435494,6,0,minkowski
CBR,9,4.700878260397078,7.008804998867939,5.627693875451011,6,0,chebyshev
CBR,9,4.540238226613086,6.93860215647846,5.448534894590448,6,0,cosine
CBR,9,4.79500133038711,7.293656380487355,5.754437160025494,6,0,correlation
CBR,9,5.001548261072596,7.410729035795493,5.978699902407247,6,0,hamming
CBR,9,4.876491365222224,7.246412397320684,5.816949296250047,6,0,jaccard
CBR,9,4.834229593120341,7.174975768223448,5.799999813207757,6,1,euclidean
CBR,9,4.849883100328177,7.194662920296302,5.82082858441201,6,1,sqeuclidean
CBR,9,4.844281303481681,7.179052617439985,5.81219705020026,6,1,seuclidean
CBR,9,5.026496752834443,7.473859641457706,6.004666509084378,6,1,mahalanobis
CBR,9,4.902927692421276,7.253384761771231,5.882354368832615,6,1,cityblock
CBR,9,4.83422959312034,7.174975768223449,5.799999813207756,6,1,minkowski
CBR,9,4.719865583669706,7.027442532232363,5.650591144046295,6,1,chebyshev
CBR,9,4.506950288535334,6.898968144141638,5.407234553633775,6,1,cosine
CBR,9,4.75800723507215,7.268660620475269,5.715116724447005,6,1,correlation
CBR,9,5.002161666863016,7.410023974775292,5.9794911280757495,6,1,hamming
CBR,9,4.876491365222224,7.246412397320685,5.816949296250046,6,1,jaccard
CBR,9,4.738435883983586,7.040259130552648,5.687824663001623,8,0,euclidean
CBR,9,4.738435883983586,7.040259130552648,5.687824663001623,8,0,sqeuclidean
CBR,9,4.772604524561959,7.068916036592374,5.7353411611837934,8,0,seuclidean
CBR,9,4.816503420571949,7.22988396538358,5.766485851426074,8,0,mahalanobis
CBR,9,4.795999766270918,7.124766174634371,5.75467648523559,8,0,cityblock
CBR,9,4.738435883983586,7.040259130552648,5.687824663001623,8,0,minkowski
CBR,9,4.596552762138189,6.903067545685795,5.500892478540323,8,0,chebyshev
CBR,9,4.517102611524076,6.931673140190751,5.417496367240819,8,0,cosine
CBR,9,4.603864564259318,7.087970245333214,5.536641411630577,8,0,correlation
CBR,9,4.735361035748293,7.128311348958142,5.665202831957622,8,0,hamming
CBR,9,4.71972043357882,7.103547398520337,5.638650680312452,8,0,jaccard
CBR,9,4.754009353409226,7.053214755736228,5.703710395355018,8,1,euclidean
CBR,9,4.778959611196769,7.093755409109515,5.734934591320807,8,1,sqeuclidean
CBR,9,4.784904758972404,7.077373041125386,5.745563381073652,8,1,seuclidean
CBR,9,4.867170105046362,7.299571188409388,5.821507501690935,8,1,mahalanobis
CBR,9,4.819593030153639,7.146776917148955,5.780765464006036,8,1,cityblock
CBR,9,4.754009353409224,7.053214755736228,5.703710395355016,8,1,minkowski
CBR,9,4.619188442989739,6.922449050253083,5.528711014601695,8,1,chebyshev
CBR,9,4.474100441666902,6.890707084411748,5.363948997631103,8,1,cosine
CBR,9,4.574729396458899,7.0706293106533735,5.504257386900098,8,1,correlation
CBR,9,4.736248930095867,7.128554383204581,5.666107686983725,8,1,hamming
CBR,9,4.71972043357882,7.103547398520337,5.638650680312452,8,1,jaccard
